vehicle_class,entrance_site,exit_site,price
H4,24,49,45.25
H4,24,50,45.77
H4,24,16H,17.25
H4,24,21B,3.92
H4,24,25A,0
H4,24,29A,10.54
H4,24,34A,21.62
H4,24,48A,42.64
H4,24,B1,5.4
H4,24,B2,6.83
H4,24,B3,8.38
H4,25,15,20.73
H4,25,17,15.75
H4,25,18,13.07
H4,25,19,10.49
H4,25,20,8.83
H4,25,21,6.71
H4,25,22,3.17
H4,25,23,2
H4,25,24,1
H4,25,26,1.41
H4,25,27,3.32
H4,25,28,4.76
H4,25,29,6.77
H4,25,30,11.07
H4,25,31,13.28
H4,25,32,15.04
H4,25,33,16.61
H4,25,34,18.09
H4,25,35,21.01
H4,25,36,21.68
H4,25,37,21.82
H4,25,38,22.19
H4,25,39,22.79
H4,25,40,25.25
H4,25,41,27.98
H4,25,42,29.1
H4,25,43,31.29
H4,25,45,33.12
H4,25,47,37.75
H4,25,48,39.69
H4,25,50,44.77
H4,25,16H,18.25
H4,25,21B,4.92
H4,25,25A,0
H4,25,29A,9.54
H4,25,34A,20.62
H4,25,48A,41.64
H4,25,B1,6.4
H4,25,B2,7.83
H4,25,B3,9.38
H4,26,15,22.14
H4,26,17,17.16
H4,26,18,14.48
H4,26,19,11.9
H4,26,20,10.24
H4,26,21,8.12
H4,26,22,4.58
H4,26,23,3.41
H4,26,24,2.41
H4,26,25,1.41
H4,26,27,1.91
H4,26,28,3.35
H4,26,29,5.36
H4,26,30,9.66
H4,26,31,11.87
H4,26,32,13.63
H4,26,33,15.2
H4,26,34,16.68
H4,26,35,19.6
H4,26,36,20.27
H4,26,37,20.41
H4,26,38,20.78
H4,26,39,21.38
H4,26,40,23.84
H4,26,41,26.57
H4,26,42,27.69
H4,26,43,29.88
H4,26,44,31.06
H4,26,45,31.71
H4,26,46,33.63
H4,26,47,36.34
H4,26,48,38.28
H4,26,49,42.84
H4,26,50,43.36
H4,26,16H,19.66
H4,26,21B,6.33
H4,26,25A,0
H4,26,29A,8.13
H4,26,34A,19.21
H4,26,48A,40.23
H4,26,B1,7.81
H4,26,B3,10.79
H4,27,15,24.05
H4,27,17,19.07
H4,27,18,16.39
H4,27,19,13.81
H4,27,20,12.15
H4,27,21,10.03
H4,27,22,6.49
H4,27,23,5.32
H4,27,24,4.32
H4,27,25,3.32
H4,27,26,1.91
H4,27,28,1.44
H4,27,29,3.45
H4,27,30,7.75
H4,27,31,9.96
H4,27,32,11.72
H4,27,33,13.29
H4,27,34,14.77
H4,27,35,17.69
H4,27,36,18.36
H4,27,37,18.5
H4,27,38,18.87
H4,27,39,19.47
H4,27,40,21.93
H4,27,41,24.66
H4,27,42,25.78
H4,27,43,27.97
H4,27,44,29.15
H4,27,45,29.8
H4,27,46,31.72
H4,27,47,34.43
H4,27,48,36.37
H4,27,49,40.93
H4,27,50,41.45
H4,27,16H,21.57
H4,27,21B,8.24
H4,27,25A,1.91
H4,27,29A,6.22
H4,27,34A,17.3
H4,27,48A,38.32
H4,27,B1,9.72
H4,27,B3,12.7
H4,28,15,25.49
H4,28,17,20.51
H4,28,18,17.83
H4,28,19,15.25
H4,28,20,13.59
H4,28,21,11.47
H4,28,22,7.93
H4,28,23,6.76
H4,28,24,5.76
H4,28,25,4.76
H4,28,26,3.35
H4,28,27,1.44
H4,28,29,2
H4,28,30,6.31
H4,28,31,8.51
H4,28,32,10.28
H4,28,33,11.85
H4,28,34,13.33
H4,28,35,16.25
H4,28,36,16.92
H4,28,37,17.06
H4,28,38,17.43
H4,28,39,18.03
H4,28,40,20.49
H4,28,41,23.22
H4,28,42,24.34
H4,28,43,26.53
H4,28,44,27.71
H4,28,45,28.36
H4,28,46,30.28
H4,28,47,32.99
H4,28,48,34.93
H4,28,49,39.49
H4,28,50,40.01
H4,28,16H,23.01
H4,28,21B,9.68
H4,28,25A,3.35
H4,28,29A,4.78
H4,28,34A,15.86
H4,28,48A,36.88
H4,28,B1,11.16
H4,28,B2,12.59
H4,28,B3,14.14
H4,29,15,27.5
H4,29,17,22.52
H4,29,18,19.84
H4,29,19,17.26
H4,29,20,15.6
H4,29,21,13.48
H4,29,22,9.94
H4,29,23,8.77
H4,29,24,7.77
H4,29,25,6.77
H4,29,26,5.36
H4,29,27,3.45
H4,29,28,2
H4,29,30,4.3
H4,29,31,6.51
H4,29,32,8.28
H4,29,33,9.85
H4,29,34,11.32
H4,29,35,14.25
H4,29,36,14.92
H4,29,37,15.06
H4,29,38,15.43
H4,29,39,16.03
H4,29,40,18.49
H4,29,41,21.22
H4,29,42,22.34
H4,29,43,24.53
H4,29,44,25.71
H4,29,45,26.36
H4,29,46,28.28
H4,29,47,30.99
H4,29,48,32.93
H4,29,49,37.49
H4,29,50,38.01
H4,29,16H,25.02
H4,29,21B,11.69
H4,29,25A,5.36
H4,29,29A,2.78
H4,29,34A,13.86
H4,29,48A,34.88
H4,29,B1,13.17
H4,29,B2,14.6
H4,29,B3,16.15
H4,30,15,31.8
H4,30,17,26.82
H4,30,18,24.14
H4,30,19,21.56
H4,30,20,19.9
H4,30,21,17.78
H4,30,22,14.24
H4,30,23,13.07
H4,30,24,12.07
H4,30,25,11.07
H4,30,26,9.66
H4,30,27,7.75
H4,30,28,6.31
H4,30,29,4.3
H4,30,31,2.21
H4,30,32,3.98
H4,30,33,5.55
H4,30,34,7.02
H4,30,35,9.95
H4,30,36,10.62
H4,30,37,10.76
H4,30,38,11.13
H4,30,39,11.73
H4,30,40,14.19
H4,30,41,16.92
H4,30,42,18.04
H4,30,43,20.23
H4,30,44,21.41
H4,30,45,22.06
H4,30,46,23.98
H4,30,47,26.69
H4,30,48,28.63
H4,30,49,33.19
H4,30,50,33.71
H4,30,21B,15.99
H4,30,25A,9.66
H4,30,29A,1.53
H4,30,34A,9.56
H4,30,48A,30.58
H4,30,B1,17.47
H4,30,B2,18.9
H4,30,B3,20.45
H4,31,15,34.01
H4,31,17,29.03
H4,31,18,26.35
H4,31,19,23.77
H4,31,20,22.11
H4,31,21,19.99
H4,31,22,16.45
H4,31,23,15.28
H4,31,24,14.28
H4,31,25,13.28
H4,31,26,11.87
H4,31,27,9.96
H4,31,28,8.51
H4,31,29,6.51
H4,31,30,2.21
H4,31,32,1.77
H4,31,33,3.34
H4,31,34,4.81
H4,31,35,7.74
H4,31,36,8.41
H4,31,37,8.55
H4,31,38,8.92
H4,31,39,9.52
H4,31,40,11.98
H4,31,41,14.71
H4,31,42,15.83
H4,31,43,18.02
H4,31,44,19.2
H4,31,45,19.85
H4,31,46,21.77
H4,31,47,24.48
H4,31,48,26.42
H4,31,49,30.98
H4,31,50,31.5
H4,31,16H,31.53
H4,31,21B,18.2
H4,31,25A,11.87
H4,31,29A,3.73
H4,31,34A,7.35
H4,31,48A,28.37
H4,31,B1,19.68
H4,31,B2,21.11
H4,31,B3,22.66
H4,32,15,35.77
H4,32,17,30.79
H4,32,18,28.11
H4,32,19,25.53
H4,32,20,23.87
H4,32,21,21.75
H4,32,23,17.04
H4,32,24,16.04
H4,32,25,15.04
H4,32,26,13.63
H4,32,27,11.72
H4,32,28,10.28
H4,32,29,8.28
H4,32,30,3.98
H4,32,31,1.77
H4,32,33,1.57
H4,32,34,3.05
H4,32,35,5.97
H4,32,36,6.64
H4,32,37,6.78
H4,32,38,7.15
H4,32,39,7.75
H4,32,40,10.21
H4,32,41,12.94
H4,32,42,14.06
H4,32,43,16.25
H4,32,44,17.43
H4,32,45,18.08
H4,32,46,20
H4,32,47,22.71
H4,32,48,24.65
H4,32,49,29.21
H4,32,50,29.73
H4,32,21B,19.96
H4,32,25A,13.63
H4,32,29A,5.5
H4,32,34A,5.58
H4,32,48A,26.6
H4,32,B1,21.44
H4,32,B3,24.42
H4,33,15,37.34
H4,33,17,32.36
H4,33,18,29.68
H4,33,19,27.1
H4,33,20,25.44
H4,33,21,23.32
H4,33,22,19.78
H4,33,23,18.61
H4,33,24,17.61
H4,33,25,16.61
H4,33,26,15.2
H4,33,27,13.29
H4,33,28,11.85
H4,33,29,9.85
H4,33,30,5.55
H4,33,31,3.34
H4,33,32,1.57
H4,33,34,1.48
H4,33,35,4.4
H4,33,36,5.07
H4,33,37,5.21
H4,33,38,5.58
H4,33,39,6.18
H4,33,40,8.64
H4,33,41,11.37
H4,33,42,12.49
H4,33,43,14.68
H4,33,44,15.86
H4,33,45,16.51
H4,33,46,18.43
H4,33,47,21.14
H4,33,48,23.08
H4,33,49,27.64
H4,33,50,28.16
H4,33,16H,34.86
H4,33,21B,21.53
H4,33,25A,15.2
H4,33,29A,7.07
H4,33,34A,4.01
H4,33,48A,25.03
H4,33,B1,23.01
H4,33,B3,25.99
H4,34,15,38.82
H4,34,17,33.84
H4,34,18,31.16
H4,34,19,28.58
H4,34,20,26.92
H4,34,21,24.8
H4,34,22,21.26
H4,34,23,20.09
H4,34,24,19.09
H4,34,26,16.68
H4,34,27,14.77
H4,34,28,13.33
H4,34,29,11.32
H4,34,30,7.02
H4,34,31,4.81
H4,34,32,3.05
H4,34,33,1.48
H4,34,35,2.92
H4,34,36,3.59
H4,34,37,3.73
H4,34,38,4.1
H4,34,39,4.7
H4,34,40,7.16
H4,34,41,9.89
H4,34,42,11.01
H4,34,43,13.2
H4,34,44,14.38
H4,34,45,15.03
H4,34,46,16.95
H4,34,47,19.66
H4,34,48,21.6
H4,34,49,26.16
H4,34,50,26.68
H4,34,16H,36.34
H4,34,21B,23.01
H4,34,25A,16.68
H4,34,29A,8.55
H4,34,34A,2.53
H4,34,48A,23.55
H4,34,B1,24.49
H4,34,B3,27.47
H4,35,15,41.74
H4,35,17,36.76
H4,35,18,34.08
H4,35,19,31.5
H4,35,20,29.84
H4,35,21,27.72
H4,35,22,24.18
H4,35,23,23.01
H4,35,24,22.01
H4,35,25,21.01
H4,35,26,19.6
H4,35,27,17.69
H4,35,28,16.25
H4,35,29,14.25
H4,35,30,9.95
H4,35,31,7.74
H4,35,32,5.97
H4,35,33,4.4
H4,35,34,2.92
H4,35,36,0.67
H4,35,37,0.81
H4,35,38,1.18
H4,35,39,1.78
H4,35,40,4.24
H4,35,41,6.97
H4,35,42,8.09
H4,35,43,10.28
H4,35,44,11.46
H4,35,45,12.11
H4,35,46,14.03
H4,35,47,16.74
H4,35,48,18.68
H4,35,49,23.24
H4,35,50,23.76
H4,35,21B,25.93
H4,35,25A,19.6
H4,35,29A,11.47
H4,35,34A,0.39
H4,35,48A,20.63
H4,35,B1,27.41
H4,35,B2,28.84
H4,35,B3,30.39
H4,36,15,42.41
H4,36,17,37.43
H4,36,18,34.75
H4,36,19,32.17
H4,36,20,30.51
H4,36,21,28.39
H4,36,22,24.85
H4,36,23,23.68
H4,36,24,22.68
H4,36,25,21.68
H4,36,26,20.27
H4,36,27,18.36
H4,36,28,16.92
H4,36,29,14.92
H4,36,30,10.62
H4,36,31,8.41
H4,36,32,6.64
H4,36,33,5.07
H4,36,34,3.59
H4,36,35,0.67
H4,36,37,0.14
H4,36,38,0.51
H4,36,39,1.11
H4,36,40,3.57
H4,36,41,6.3
H4,36,42,7.42
H4,36,43,9.61
H4,36,44,10.79
H4,36,45,11.44
H4,36,46,13.36
H4,36,47,16.07
H4,36,48,18.01
H4,36,49,22.57
H4,36,50,23.09
H4,36,16H,39.93
H4,36,21B,26.6
H4,36,25A,20.27
H4,36,29A,12.14
H4,36,34A,1.06
H4,36,48A,19.96
H4,36,B1,28.08
H4,36,B3,31.06
H4,37,15,42.55
H4,37,17,37.57
H4,37,18,34.89
H4,37,19,32.31
H4,37,20,30.65
H4,37,21,28.53
H4,37,22,24.99
H4,37,23,23.82
H4,37,24,22.82
H4,37,25,21.82
H4,37,26,20.41
H4,37,27,18.5
H4,37,28,17.06
H4,37,29,15.06
H4,37,30,10.76
H4,37,31,8.55
H4,37,32,6.78
H4,37,33,5.21
H4,37,34,3.73
H4,37,35,0.81
H4,37,36,0.14
H4,37,38,0.36
H4,37,39,0.96
H4,37,40,3.42
H4,37,41,6.15
H4,37,42,7.27
H4,37,43,9.46
H4,37,44,10.64
H4,37,45,11.29
H4,37,46,13.21
H4,37,47,15.92
H4,37,48,17.86
H4,37,49,22.42
H4,37,50,22.94
H4,37,21B,26.74
H4,37,25A,20.41
H4,37,29A,12.28
H4,37,34A,1.2
H4,37,48A,19.81
H4,37,B3,31.2
H4,38,15,42.92
H4,38,17,37.94
H4,38,18,35.26
H4,38,21,28.9
H4,38,23,24.19
H4,38,24,23.19
H4,38,25,22.19
H4,38,26,20.78
H4,38,27,18.87
H4,38,28,17.43
H4,38,29,15.43
H4,38,30,11.13
H4,38,31,8.92
H4,38,32,7.15
H4,38,33,5.58
H4,38,34,4.1
H4,38,35,1.18
H4,38,36,0.51
H4,38,37,0.36
H4,38,39,0.6
H4,38,40,3.06
H4,38,41,5.79
H4,38,42,6.91
H4,38,43,9.1
H4,38,44,10.28
H4,38,45,10.93
H4,38,46,12.85
H4,38,47,15.56
H4,38,48,17.5
H4,38,49,22.06
H4,38,50,22.58
H4,38,21B,27.11
H4,38,25A,20.78
H4,38,29A,12.65
H4,38,34A,1.57
H4,38,48A,19.45
H4,38,B2,30.02
H4,38,B3,31.57
H4,39,15,43.52
H4,39,17,38.54
H4,39,18,35.86
H4,39,19,33.28
H4,39,20,31.62
H4,39,21,29.5
H4,39,22,25.96
H4,39,23,24.79
H4,39,24,23.79
H4,39,25,22.79
H4,39,26,21.38
H4,39,27,19.47
H4,39,28,18.03
H4,39,29,16.03
H4,39,30,11.73
H4,39,31,9.52
H4,39,32,7.75
H4,39,33,6.18
H4,39,34,4.7
H4,39,35,1.78
H4,39,36,1.11
H4,39,37,0.96
H4,39,38,0.6
H4,39,40,2.46
H4,39,41,5.19
H4,39,42,6.31
H4,39,43,8.5
H4,39,44,9.68
H4,39,45,10.33
H4,39,46,12.25
H4,39,47,14.96
H4,39,48,16.9
H4,39,49,21.46
H4,39,50,21.98
H4,39,16H,41.04
H4,39,21B,27.71
H4,39,25A,21.38
H4,39,29A,13.25
H4,39,34A,2.17
H4,39,48A,18.85
H4,39,B1,29.19
H4,39,B3,32.17
H4,40,15,45.98
H4,40,17,41
H4,40,18,38.32
H4,40,19,35.74
H4,40,20,34.08
H4,40,21,31.96
H4,40,22,28.42
H4,40,23,27.25
H4,40,24,26.25
H4,40,25,25.25
H4,40,26,23.84
H4,40,27,21.93
H4,40,28,20.49
H4,40,29,18.49
H4,40,30,14.19
H4,40,31,11.98
H4,40,32,10.21
H4,40,33,8.64
H4,40,34,7.16
H4,40,35,4.24
H4,40,36,3.57
H4,40,37,3.42
H4,40,38,3.06
H4,40,39,2.46
H4,40,41,2.72
H4,40,42,3.85
H4,40,43,6.04
H4,40,44,7.21
H4,40,45,7.86
H4,40,46,9.78
H4,40,47,12.49
H4,40,48,14.43
H4,40,49,18.99
H4,40,50,19.51
H4,40,21B,30.17
H4,40,25A,23.84
H4,40,29A,15.71
H4,40,34A,4.63
H4,40,48A,16.38
H4,40,B1,31.65
H4,40,B3,34.63
H4,41,15,48.71
H4,41,17,43.73
H4,41,18,41.05
H4,41,19,38.47
H4,41,20,36.81
H4,41,21,34.69
H4,41,23,29.98
H4,41,24,28.98
H4,41,25,27.98
H4,41,26,26.57
H4,41,27,24.66
H4,41,28,23.22
H4,41,29,21.22
H4,41,30,16.92
H4,41,31,14.71
H4,41,32,12.94
H4,41,33,11.37
H4,41,34,9.89
H4,41,35,6.97
H4,41,36,6.3
H4,41,37,6.15
H4,41,38,5.79
H4,41,39,5.19
H4,41,40,2.72
H4,41,42,1.12
H4,41,43,3.32
H4,41,44,4.49
H4,41,45,5.14
H4,41,46,7.06
H4,41,47,9.77
H4,41,48,11.71
H4,41,49,16.27
H4,41,50,16.79
H4,41,16H,46.23
H4,41,21B,32.9
H4,41,25A,26.57
H4,41,29A,18.44
H4,41,34A,7.36
H4,41,48A,13.66
H4,41,B1,34.38
H4,41,B3,37.36
H4,42,15,49.83
H4,42,17,44.85
H4,42,18,42.17
H4,42,19,39.59
H4,42,20,37.93
H4,42,21,35.81
H4,42,22,32.27
H4,42,23,31.1
H4,42,24,30.1
H4,42,25,29.1
H4,42,26,27.69
H4,42,27,25.78
H4,42,28,24.34
H4,42,29,22.34
H4,42,30,18.04
H4,42,31,15.83
H4,42,32,14.06
H4,42,33,12.49
H4,42,34,11.01
H4,42,35,8.09
H4,42,36,7.42
H4,42,37,7.27
H4,42,38,6.91
H4,42,39,6.31
H4,42,40,3.85
H4,42,41,1.12
H4,42,43,2.19
H4,42,44,3.37
H4,42,45,4.02
H4,42,46,5.94
H4,42,47,8.65
H4,42,48,10.59
H4,42,49,15.15
H4,42,50,15.67
H4,42,21B,34.02
H4,42,25A,27.69
H4,42,29A,19.56
H4,42,34A,8.48
H4,42,48A,12.54
H4,42,B1,35.5
H4,42,B3,38.48
H4,43,15,52.02
H4,43,17,47.04
H4,43,18,44.36
H4,43,19,41.78
H4,43,20,40.12
H4,43,21,38
H4,43,22,34.46
H4,43,23,33.29
H4,43,24,32.29
H4,43,25,31.29
H4,43,26,29.88
H4,43,27,27.97
H4,43,28,26.53
H4,43,29,24.53
H4,43,30,20.23
H4,43,31,18.02
H4,43,32,16.25
H4,43,33,14.68
H4,43,34,13.2
H4,43,35,10.28
H4,43,36,9.61
H4,43,37,9.46
H4,43,38,9.1
H4,43,39,8.5
H4,43,40,6.04
H4,43,41,3.32
H4,43,42,2.19
H4,43,44,1.17
H4,43,45,1.82
H4,43,46,3.74
H4,43,47,6.45
H4,43,48,8.39
H4,43,49,12.95
H4,43,50,13.47
H4,43,21B,36.21
H4,43,25A,29.88
H4,43,29A,21.75
H4,43,34A,10.67
H4,43,48A,10.34
H4,43,B1,37.69
H4,43,B2,39.12
H4,43,B3,40.67
H4,44,17,48.22
H4,44,18,45.54
H4,44,19,42.96
H4,44,20,41.3
H4,44,21,39.18
H4,44,23,34.47
H4,44,24,33.47
H4,44,26,31.06
H4,44,27,29.15
H4,44,28,27.71
H4,44,29,25.71
H4,44,30,21.41
H4,44,31,19.2
H4,44,32,17.43
H4,44,33,15.86
H4,44,34,14.38
H4,44,35,11.46
H4,44,36,10.79
H4,44,37,10.64
H4,44,38,10.28
H4,44,39,9.68
H4,44,40,7.21
H4,44,41,4.49
H4,44,42,3.37
H4,44,43,1.17
H4,44,45,0.65
H4,44,46,2.57
H4,44,47,5.28
H4,44,48,7.22
H4,44,49,11.78
H4,44,50,12.3
H4,44,25A,31.06
H4,44,29A,22.93
H4,44,34A,11.85
H4,44,48A,9.17
H4,44,B2,40.3
H4,44,B3,41.85
H4,45,15,53.85
H4,45,17,48.87
H4,45,18,46.19
H4,45,19,43.61
H4,45,20,41.95
H4,45,21,39.83
H4,45,23,35.12
H4,45,24,34.12
H4,45,25,33.12
H4,45,26,31.71
H4,45,27,29.8
H4,45,28,28.36
H4,45,29,26.36
H4,45,30,22.06
H4,45,31,19.85
H4,45,32,18.08
H4,45,33,16.51
H4,45,34,15.03
H4,45,35,12.11
H4,45,36,11.44
H4,45,37,11.29
H4,45,38,10.93
H4,45,39,10.33
H4,45,40,7.86
H4,45,41,5.14
H4,45,42,4.02
H4,45,43,1.82
H4,45,44,0.65
H4,45,46,1.92
H4,45,47,4.63
H4,45,48,6.57
H4,45,49,11.13
H4,45,50,11.65
H4,45,16H,51.37
H4,45,21B,38.04
H4,45,25A,31.71
H4,45,29A,23.58
H4,45,34A,12.5
H4,45,48A,8.52
H4,45,B1,39.52
H4,45,B2,40.95
H4,45,B3,42.5
H4,46,15,55.77
H4,46,17,50.79
H4,46,18,48.11
H4,46,19,45.53
H4,46,21,41.75
H4,46,22,38.21
H4,46,23,37.04
H4,46,24,36.04
H4,46,25,35.04
H4,46,26,33.63
H4,46,27,31.72
H4,46,28,30.28
H4,46,29,28.28
H4,46,30,23.98
H4,46,31,21.77
H4,46,32,20
H4,46,33,18.43
H4,46,34,16.95
H4,46,35,14.03
H4,46,36,13.36
H4,46,37,13.21
H4,46,38,12.85
H4,46,39,12.25
H4,46,40,9.78
H4,46,41,7.06
H4,46,42,5.94
H4,46,43,3.74
H4,46,44,2.57
H4,46,45,1.92
H4,46,47,2.71
H4,46,48,4.65
H4,46,49,9.21
H4,46,50,9.73
H4,46,21B,39.96
H4,46,25A,33.63
H4,46,29A,25.5
H4,46,34A,14.42
H4,46,48A,6.6
H4,46,B1,41.44
H4,46,B2,42.87
H4,46,B3,44.42
H4,47,15,58.48
H4,47,18,50.82
H4,47,19,48.24
H4,47,20,46.58
H4,47,21,44.46
H4,47,23,39.75
H4,47,24,38.75
H4,47,25,37.75
H4,47,26,36.34
H4,47,27,34.43
H4,47,28,32.99
H4,47,29,30.99
H4,47,30,26.69
H4,47,31,24.48
H4,47,32,22.71
H4,47,33,21.14
H4,47,34,19.66
H4,47,35,16.74
H4,47,36,16.07
H4,47,37,15.92
H4,47,38,15.56
H4,47,39,14.96
H4,47,40,12.49
H4,47,41,9.77
H4,47,42,8.65
H4,47,43,6.45
H4,47,44,5.28
H4,47,45,4.63
H4,47,46,2.71
H4,47,48,1.94
H4,47,49,6.5
H4,47,50,7.02
H4,47,21B,42.67
H4,47,29A,28.21
H4,47,34A,17.13
H4,47,48A,3.89
H4,47,B3,47.13
H4,48,15,60.42
H4,48,17,55.44
H4,48,18,52.76
H4,48,19,50.18
H4,48,21,46.4
H4,48,23,41.69
H4,48,24,40.69
H4,48,25,39.69
H4,48,26,38.28
H4,48,27,36.37
H4,48,28,34.93
H4,48,29,32.93
H4,48,30,28.63
H4,48,31,26.42
H4,48,32,24.65
H4,48,33,23.08
H4,48,34,21.6
H4,48,35,18.68
H4,48,36,18.01
H4,48,37,17.86
H4,48,38,17.5
H4,48,39,16.9
H4,48,40,14.43
H4,48,41,11.71
H4,48,42,10.59
H4,48,43,8.39
H4,48,44,7.22
H4,48,45,6.57
H4,48,46,4.65
H4,48,47,1.94
H4,48,49,4.56
H4,48,50,5.08
H4,48,21B,44.61
H4,48,25A,38.28
H4,48,29A,30.15
H4,48,34A,19.07
H4,48,48A,1.95
H4,48,B1,46.09
H4,48,B2,47.52
H4,48,B3,49.07
H4,49,15,64.98
H4,49,17,60
H4,49,18,57.32
H4,49,19,54.74
H4,49,23,46.25
H4,49,24,45.25
H4,49,26,42.84
H4,49,27,40.93
H4,49,28,39.49
H4,49,29,37.49
H4,49,30,33.19
H4,49,31,30.98
H4,49,32,29.21
H4,49,33,27.64
H4,49,34,26.16
H4,49,35,23.24
H4,49,36,22.57
H4,49,37,22.42
H4,49,38,22.06
H4,49,39,21.46
H4,49,40,18.99
H4,49,41,16.27
H4,49,42,15.15
H4,49,43,12.95
H4,49,44,11.78
H4,49,45,11.13
H4,49,46,9.21
H4,49,47,6.5
H4,49,48,4.56
H4,49,50,0.52
H4,49,21B,49.17
H4,49,25A,42.84
H4,49,29A,34.71
H4,49,34A,23.63
H4,49,48A,2.61
H4,49,B3,53.63
H4,50,15,65.5
H4,50,17,60.52
H4,50,18,57.84
H4,50,19,55.26
H4,50,20,53.6
H4,50,21,51.48
H4,50,22,47.94
H4,50,23,46.77
H4,50,24,45.77
H4,50,25,44.77
H4,50,26,43.36
H4,50,27,41.45
H4,50,28,40.01
H4,50,29,38.01
H4,50,30,33.71
H4,50,31,31.5
H4,50,32,29.73
H4,50,33,28.16
H4,50,34,26.68
H4,50,35,23.76
H4,50,36,23.09
H4,50,37,22.94
H4,50,38,22.58
H4,50,39,21.98
H4,50,40,19.51
H4,50,41,16.79
H4,50,42,15.67
H4,50,43,13.47
H4,50,44,12.3
H4,50,45,11.65
H4,50,46,9.73
H4,50,47,7.02
H4,50,48,5.08
H4,50,49,0.52
H4,50,16H,63.02
H4,50,21B,49.69
H4,50,25A,43.36
H4,50,29A,35.23
H4,50,34A,24.15
H4,50,48A,3.13
H4,50,B1,51.17
H4,50,B2,52.6
H4,50,B3,54.15
H4,55,56,0.5
H4,55,57,1.13
H4,55,58,4.38
H4,55,59,6.43
H4,55,60,9.33
H4,55,61,11.18
H4,55,57A,2.59
H4,56,55,0.5
H4,56,57,0.63
H4,56,58,3.88
H4,56,59,5.93
H4,56,60,8.83
H4,56,61,10.68
H4,56,57A,2.09
H4,57,55,1.13
H4,57,56,0.63
H4,57,58,3.25
H4,57,59,5.3
H4,57,60,8.2
H4,57,61,10.04
H4,57,57A,1.45
H4,58,55,4.38
H4,58,56,3.88
H4,58,57,3.25
H4,58,59,2.05
H4,58,60,4.95
H4,58,61,6.8
H4,58,57A,1.79
H4,59,55,6.43
H4,59,56,5.93
H4,59,57,5.3
H4,59,58,2.05
H4,59,60,2.9
H4,59,61,4.75
H4,59,57A,3.84
H4,60,55,9.33
H4,60,56,8.83
H4,60,57,8.2
H4,60,58,4.95
H4,60,59,2.9
H4,60,61,1.85
H4,60,57A,6.74
H4,61,55,11.18
H4,61,56,10.68
H4,61,57,10.04
H4,61,58,6.8
H4,61,59,4.75
H4,61,60,1.85
H4,61,57A,8.59
H4,21B,15,15.81
H4,21B,17,10.82
H4,21B,18,8.15
H4,21B,19,5.57
H4,21B,20,3.91
H4,21B,21,1.79
H4,21B,22,1.75
H4,21B,23,2.92
H4,21B,24,3.92
H4,21B,25,4.92
H4,21B,26,6.33
H4,21B,27,8.24
H4,21B,28,9.68
H4,21B,29,11.69
H4,21B,30,15.99
H4,21B,31,18.2
H4,21B,32,19.96
H4,21B,33,21.53
H4,21B,34,23.01
H4,21B,35,25.93
H4,21B,36,26.6
H4,21B,38,27.11
H4,21B,39,27.71
H4,21B,40,30.17
H4,21B,41,32.9
H4,21B,42,34.02
H4,21B,44,37.39
H4,21B,46,39.96
H4,21B,47,42.67
H4,21B,49,49.17
H4,21B,50,49.69
H4,21B,16H,13.33
H4,21B,25A,3.92
H4,21B,34A,25.54
H4,21B,48A,46.56
H4,21B,B1,4.53
H4,21B,B2,5.96
H4,21B,B3,7.5
H4,25A,15,19.73
H4,25A,17,14.75
H4,25A,18,12.07
H4,25A,19,9.49
H4,25A,20,7.83
H4,25A,21,5.71
H4,25A,22,2.17
H4,25A,23,1
H4,25A,24,0
H4,25A,25,0
H4,25A,26,0
H4,25A,27,1.91
H4,25A,28,3.35
H4,25A,29,5.36
H4,25A,30,9.66
H4,25A,31,11.87
H4,25A,32,13.63
H4,25A,33,15.2
H4,25A,34,16.68
H4,25A,35,19.6
H4,25A,36,20.27
H4,25A,37,20.41
H4,25A,38,20.78
H4,25A,39,21.38
H4,25A,40,23.84
H4,25A,41,26.57
H4,25A,42,27.69
H4,25A,43,29.88
H4,25A,44,31.06
H4,25A,45,31.71
H4,25A,46,33.63
H4,25A,47,36.34
H4,25A,48,38.28
H4,25A,49,42.84
H4,25A,50,43.36
H4,25A,16H,17.25
H4,25A,21B,3.92
H4,25A,29A,8.13
H4,25A,34A,19.21
H4,25A,48A,40.23
H4,25A,B1,5.4
H4,25A,B2,6.83
H4,25A,B3,8.38
H4,29A,15,30.27
H4,29A,17,25.29
H4,29A,18,22.61
H4,29A,19,20.03
H4,29A,20,18.37
H4,29A,21,16.25
H4,29A,22,12.71
H4,29A,23,11.54
H4,29A,24,10.54
H4,29A,25,9.54
H4,29A,26,8.13
H4,29A,27,6.22
H4,29A,28,4.78
H4,29A,29,2.78
H4,29A,30,1.53
H4,29A,31,3.73
H4,29A,32,5.5
H4,29A,33,7.07
H4,29A,34,8.55
H4,29A,35,11.47
H4,29A,36,12.14
H4,29A,37,12.28
H4,29A,38,12.65
H4,29A,39,13.25
H4,29A,40,15.71
H4,29A,41,18.44
H4,29A,42,19.56
H4,29A,44,22.93
H4,29A,45,23.58
H4,29A,46,25.5
H4,29A,47,28.21
H4,29A,48,30.15
H4,29A,50,35.23
H4,29A,16H,27.79
H4,29A,21B,14.46
H4,29A,25A,8.13
H4,29A,34A,11.08
